DateTime,IUCR,Arrest,Domestic,Beat,District,Ward,Community,Year
07/03/2002 12:00:00 AM,0610,false,false,0832,008,17,66,2002
07/03/2002 12:00:00 AM,0430,false,false,0421,004,7,43,2002
07/03/2002 12:00:00 AM,0820,false,false,1821,018,27,8,2002
07/03/2002 12:00:00 AM,1310,false,false,1913,019,1,5,2002
07/03/2002 12:00:00 AM,0810,false,false,1212,012,27,28,2002
07/03/2002 12:00:00 AM,0810,false,false,1711,017,40,13,2002
07/03/2002 12:00:00 AM,1754,false,false,0422,004,7,46,2002
07/03/2002 12:01:00 AM,0820,false,false,0914,009,12,61,2002
07/03/2002 12:01:00 AM,0420,false,false,1423,014,26,24,2002
07/03/2002 12:01:00 AM,1310,false,false,1233,012,25,31,2002
07/03/2002 12:01:00 AM,2825,false,false,2533,025,37,25,2002
07/03/2002 12:01:00 AM,0460,false,false,2523,025,31,21,2002
07/03/2002 12:01:00 AM,0610,false,false,0714,007,15,67,2002
07/03/2002 12:01:00 AM,1310,false,false,1233,012,25,31,2002
07/03/2002 12:01:00 AM,0820,false,false,1323,012,27,24,2002
07/03/2002 12:01:00 AM,0890,false,false,0934,009,3,61,2002
07/03/2002 12:01:00 AM,0560,true,true,1021,010,24,29,2002
07/03/2002 12:01:00 AM,0820,false,false,2423,024,49,1,2002
07/03/2002 12:01:00 AM,1150,false,true,0314,003,20,42,2002
07/03/2002 12:01:00 AM,0890,false,false,0834,008,18,70,2002
07/03/2002 12:02:00 AM,0460,false,false,0725,007,17,67,2002
07/03/2002 12:03:17 AM,0486,false,true,2525,025,26,22,2002
07/03/2002 12:03:55 AM,0560,false,false,0311,003,20,40,2002
07/03/2002 12:05:00 AM,0460,false,false,2223,022,21,71,2002
07/03/2002 12:05:00 AM,0810,false,false,1533,015,28,25,2002
07/03/2002 12:05:00 AM,2230,true,false,1712,017,39,14,2002
07/03/2002 12:05:00 AM,0810,false,false,1432,014,32,22,2002
07/03/2002 12:07:41 AM,041A,false,false,1532,015,28,25,2002
07/03/2002 12:08:00 AM,1310,false,false,1431,014,1,22,2002
07/03/2002 12:10:00 AM,0820,false,true,1213,012,25,28,2002
07/03/2002 12:10:00 AM,0460,false,false,0725,007,17,67,2002
07/03/2002 12:14:34 AM,0486,false,false,0815,008,23,56,2002
07/03/2002 12:15:00 AM,0460,false,false,0824,008,16,66,2002
07/03/2002 12:15:00 AM,5002,true,false,1021,010,24,29,2002
07/03/2002 12:15:53 AM,051A,true,false,2515,025,37,19,2002
07/03/2002 12:18:00 AM,031A,false,false,0613,006,21,71,2002
07/03/2002 12:20:02 AM,0486,true,true,0614,006,18,71,2002
07/03/2002 12:20:48 AM,2027,true,false,0621,006,17,71,2002
07/03/2002 12:23:00 AM,1811,true,false,2533,025,37,23,2002
07/03/2002 12:25:00 AM,0486,false,true,1524,015,37,25,2002
07/03/2002 12:25:09 AM,1310,true,false,0833,008,18,70,2002
