DateTime,IUCR,Arrest,Domestic,Beat,District,Ward,Community,Year
1/1/2013 1:58,0486,TRUE,TRUE,214,2,3,38,2013
1/1/2013 1:58,0496,FALSE,TRUE,725,7,17,67,2013
1/1/2013 2:00,0820,FALSE,FALSE,324,3,8,43,2013
1/1/2013 2:00,1261,FALSE,FALSE,1712,17,39,14,2013
1/1/2013 2:00,0890,FALSE,FALSE,131,1,2,33,2013
1/1/2013 2:00,0610,FALSE,FALSE,632,6,8,44,2013
1/1/2013 2:00,0820,FALSE,TRUE,921,9,12,58,2013
1/1/2013 2:00,0810,FALSE,FALSE,313,3,20,42,2013
1/1/2013 2:00,0486,FALSE,TRUE,123,1,2,32,2013
1/1/2013 2:00,0460,TRUE,FALSE,1634,16,45,15,2013
1/1/2013 2:00,0910,FALSE,FALSE,1214,12,27,24,2013
1/1/2013 2:00,2826,FALSE,TRUE,825,8,15,66,2013
1/1/2013 2:00,0610,FALSE,FALSE,2523,25,31,21,2013
1/1/2013 2:00,0910,FALSE,FALSE,2512,25,29,19,2013
1/1/2013 2:00,1310,FALSE,TRUE,1123,11,28,27,2013
1/1/2013 2:00,0890,FALSE,FALSE,1832,18,42,8,2013
1/1/2013 2:00,0820,FALSE,FALSE,621,6,17,71,2013
1/1/2013 2:00,0890,FALSE,FALSE,1831,18,42,8,2013
1/1/2013 2:00,1360,TRUE,FALSE,1031,10,22,30,2013
1/1/2013 2:00,0281,FALSE,FALSE,1533,15,28,25,2013
1/1/2013 2:00,0560,FALSE,TRUE,2524,25,31,20,2013
